longitude,latitude,altitude,wind_speed,u_velocity,v_velocity
92.800,36.800,0.0,4.15,0.52,-4.12
93.100,36.800,0.0,4.83,-0.15,-4.83
93.400,36.800,0.0,4.77,2.07,-4.29
93.700,36.800,0.0,5.55,1.00,-5.46
94.000,36.800,0.0,4.72,1.95,-4.30
94.300,36.800,0.0,3.98,0.93,-3.87
94.600,36.800,0.0,5.79,-1.58,-5.57
94.900,36.800,0.0,4.03,0.72,-3.97
95.200,36.800,0.0,4.43,-0.62,-4.38
95.500,36.800,0.0,4.82,0.79,-4.75
95.800,36.800,0.0,5.14,-1.99,-4.74
96.100,36.800,0.0,5.09,0.11,-5.08
96.400,36.800,0.0,4.71,0.40,-4.69
96.700,36.800,0.0,4.26,-1.27,-4.07
73.000,37.100,0.0,5.23,-2.06,-4.81
73.300,37.100,0.0,4.60,-0.34,-4.58
73.600,37.100,0.0,5.10,1.74,-4.79
73.900,37.100,0.0,4.68,-0.92,-4.59
74.200,37.100,0.0,5.04,1.86,-4.68
74.500,37.100,0.0,4.71,0.86,-4.63
74.800,37.100,0.0,5.63,-0.90,-5.56
75.100,37.100,0.0,5.78,1.61,-5.55
75.400,37.100,0.0,5.60,1.38,-5.43
75.700,37.100,0.0,4.10,-0.80,-4.02
76.000,37.100,0.0,4.66,0.03,-4.66
76.300,37.100,0.0,5.26,0.09,-5.26
76.600,37.100,0.0,5.21,-0.94,-5.12
76.900,37.100,0.0,4.39,-0.09,-4.39
77.200,37.100,0.0,5.81,1.39,-5.64
77.500,37.100,0.0,5.91,-1.89,-5.60
77.800,37.100,0.0,4.92,0.62,-4.88
78.100,37.100,0.0,4.60,0.03,-4.60
78.400,37.100,0.0,2.54,-0.81,-2.41
78.700,37.100,0.0,3.27,0.37,-3.25
79.000,37.100,0.0,3.39,-0.67,-3.32
79.300,37.100,0.0,2.64,-0.10,-2.63
79.600,37.100,0.0,2.80,0.74,-2.70
79.900,37.100,0.0,3.25,0.45,-3.22
80.200,37.100,0.0,3.45,-1.72,-2.99
80.500,37.100,0.0,2.79,0.22,-2.78
80.800,37.100,0.0,2.92,0.06,-2.92
81.100,37.100,0.0,3.15,0.48,-3.11
81.400,37.100,0.0,3.40,0.24,-3.39
81.700,37.100,0.0,2.69,0.73,-2.59
82.000,37.100,0.0,2.71,1.17,-2.45
82.300,37.100,0.0,2.51,0.84,-2.37
82.600,37.100,0.0,3.15,-1.26,-2.89
82.900,37.100,0.0,2.81,-0.12,-2.81
83.200,37.100,0.0,3.00,-1.37,-2.66
83.500,37.100,0.0,2.52,-0.61,-2.45
83.800,37.100,0.0,2.79,0.74,-2.69
84.100,37.100,0.0,2.66,0.85,-2.52
84.400,37.100,0.0,2.64,-1.14,-2.38
84.700,37.100,0.0,3.22,1.37,-2.91
85.000,37.100,0.0,3.25,1.19,-3.03
85.300,37.100,0.0,3.33,0.19,-3.32
85.600,37.100,0.0,2.83,0.57,-2.78
85.900,37.100,0.0,2.95,-1.00,-2.77
86.200,37.100,0.0,2.66,0.65,-2.58
86.500,37.100,0.0,2.69,0.20,-2.68
86.800,37.100,0.0,3.35,-1.40,-3.04
87.100,37.100,0.0,3.35,1.40,-3.04
87.400,37.100,0.0,2.84,1.21,-2.57
87.700,37.100,0.0,3.14,-1.10,-2.95
88.000,37.100,0.0,2.78,0.02,-2.78
88.300,37.100,0.0,2.66,0.85,-2.52
88.600,37.100,0.0,3.45,0.02,-3.45
88.900,37.100,0.0,2.78,1.10,-2.55
89.200,37.100,0.0,3.39,0.39,-3.37
89.500,37.100,0.0,3.34,1.66,-2.90
89.800,37.100,0.0,5.52,-2.07,-5.12
90.100,37.100,0.0,5.97,0.36,-5.96
90.400,37.100,0.0,4.63,2.04,-4.15
90.700,37.100,0.0,5.15,1.00,-5.05
91.000,37.100,0.0,4.54,1.69,-4.21
91.300,37.100,0.0,4.87,-1.75,-4.55
91.600,37.100,0.0,5.98,1.57,-5.77
91.900,37.100,0.0,5.18,-2.30,-4.64
92.200,37.100,0.0,4.09,-1.54,-3.78
92.500,37.100,0.0,5.06,-1.09,-4.94
92.800,37.100,0.0,4.60,-1.24,-4.43
93.100,37.100,0.0,5.72,-1.36,-5.55
93.400,37.100,0.0,3.98,0.35,-3.97
93.700,37.100,0.0,4.40,1.34,-4.19
94.000,37.100,0.0,5.14,-0.90,-5.06
94.300,37.100,0.0,5.32,-1.25,-5.17
94.600,37.100,0.0,5.58,-2.29,-5.09
94.900,37.100,0.0,5.10,0.37,-5.09
95.200,37.100,0.0,4.25,0.10,-4.24
95.500,37.100,0.0,5.36,1.77,-5.06
95.800,37.100,0.0,5.04,0.36,-5.02
96.100,37.100,0.0,4.46,2.17,-3.90
96.400,37.100,0.0,4.50,1.90,-4.08
96.700,37.100,0.0,5.51,-1.09,-5.40
73.000,37.400,0.0,4.18,-1.63,-3.85
73.300,37.400,0.0,4.13,1.62,-3.79
73.600,37.400,0.0,4.91,1.63,-4.64
73.900,37.400,0.0,5.34,1.16,-5.22
74.200,37.400,0.0,5.47,-0.92,-5.39
74.500,37.400,0.0,5.64,-2.43,-5.09
74.800,37.400,0.0,5.06,-2.30,-4.51
75.100,37.400,0.0,5.44,-2.32,-4.92
75.400,37.400,0.0,3.93,-0.73,-3.86
75.700,37.400,0.0,4.27,0.99,-4.16
76.000,37.400,0.0,4.11,-0.14,-4.11
76.300,37.400,0.0,4.78,2.31,-4.19
76.600,37.400,0.0,4.34,0.26,-4.33
76.900,37.400,0.0,5.63,-1.32,-5.47
77.200,37.400,0.0,5.95,-2.59,-5.36
77.500,37.400,0.0,4.74,-0.37,-4.72
77.800,37.400,0.0,5.36,0.21,-5.36
78.100,37.400,0.0,5.83,1.31,-5.68
78.400,37.400,0.0,2.65,0.74,-2.55
78.700,37.400,0.0,3.24,-0.42,-3.21
79.000,37.400,0.0,3.27,-0.31,-3.25
79.300,37.400,0.0,2.71,-0.36,-2.68
79.600,37.400,0.0,3.33,0.57,-3.28
79.900,37.400,0.0,2.61,0.25,-2.60
80.200,37.400,0.0,3.23,1.34,-2.94
80.500,37.400,0.0,3.07,0.10,-3.07
80.800,37.400,0.0,2.54,1.06,-2.30
81.100,37.400,0.0,2.87,-1.03,-2.68
81.400,37.400,0.0,2.55,-0.17,-2.55
81.700,37.400,0.0,2.52,-1.14,-2.25
82.000,37.400,0.0,2.82,0.63,-2.75
82.300,37.400,0.0,2.95,-0.73,-2.86
82.600,37.400,0.0,2.61,-1.21,-2.31
82.900,37.400,0.0,3.19,0.25,-3.18
83.200,37.400,0.0,2.87,-0.01,-2.87
83.500,37.400,0.0,2.70,0.08,-2.70
83.800,37.400,0.0,3.47,1.33,-3.20
84.100,37.400,0.0,3.09,1.07,-2.90
84.400,37.400,0.0,2.88,1.29,-2.57
84.700,37.400,0.0,2.77,0.24,-2.76
85.000,37.400,0.0,3.32,-0.98,-3.17
85.300,37.400,0.0,2.94,1.12,-2.71
85.600,37.400,0.0,2.91,1.03,-2.72
85.900,37.400,0.0,3.32,0.39,-3.30
86.200,37.400,0.0,2.79,-0.75,-2.68
86.500,37.400,0.0,3.11,-1.14,-2.90
86.800,37.400,0.0,2.78,0.27,-2.76
87.100,37.400,0.0,2.86,0.64,-2.78
87.400,37.400,0.0,2.78,-0.14,-2.77
87.700,37.400,0.0,3.40,0.52,-3.36
88.000,37.400,0.0,3.18,1.34,-2.88
88.300,37.400,0.0,2.52,0.77,-2.40
88.600,37.400,0.0,3.21,-1.12,-3.00
88.900,37.400,0.0,2.79,0.59,-2.72
89.200,37.400,0.0,2.53,0.13,-2.53
89.500,37.400,0.0,3.28,0.97,-3.13
89.800,37.400,0.0,5.56,-0.37,-5.55
90.100,37.400,0.0,5.67,-2.75,-4.96
90.400,37.400,0.0,4.35,0.34,-4.34
90.700,37.400,0.0,6.14,-0.24,-6.13
91.000,37.400,0.0,4.79,1.66,-4.49
91.300,37.400,0.0,5.74,-2.42,-5.21
91.600,37.400,0.0,5.14,-1.37,-4.95
91.900,37.400,0.0,4.77,0.93,-4.68
92.200,37.400,0.0,5.45,1.20,-5.32
92.500,37.400,0.0,4.79,0.25,-4.78
92.800,37.400,0.0,4.87,-1.13,-4.73
93.100,37.400,0.0,4.57,0.92,-4.47
93.400,37.400,0.0,5.23,1.39,-5.05
93.700,37.400,0.0,4.07,-0.09,-4.06
94.000,37.400,0.0,5.90,-2.45,-5.37
94.300,37.400,0.0,5.72,-1.99,-5.36
94.600,37.400,0.0,5.14,2.18,-4.65
94.900,37.400,0.0,4.94,-1.20,-4.79
95.200,37.400,0.0,4.26,1.42,-4.02
95.500,37.400,0.0,3.89,1.21,-3.70
95.800,37.400,0.0,4.44,-0.38,-4.43
96.100,37.400,0.0,5.73,-1.94,-5.39
96.400,37.400,0.0,4.38,-0.92,-4.28
96.700,37.400,0.0,3.91,-0.57,-3.86
73.000,37.700,0.0,5.56,-2.09,-5.16
73.300,37.700,0.0,5.53,-0.48,-5.51
73.600,37.700,0.0,4.35,0.15,-4.35
73.900,37.700,0.0,4.03,-1.97,-3.52
74.200,37.700,0.0,4.81,0.41,-4.79
74.500,37.700,0.0,4.39,-1.99,-3.92
74.800,37.700,0.0,5.50,2.31,-4.99
75.100,37.700,0.0,5.79,1.84,-5.49
75.400,37.700,0.0,5.83,-0.21,-5.83
75.700,37.700,0.0,4.06,-0.76,-3.99
76.000,37.700,0.0,4.66,0.22,-4.66
76.300,37.700,0.0,5.23,1.64,-4.97
76.600,37.700,0.0,4.78,0.82,-4.71
76.900,37.700,0.0,4.78,-1.17,-4.63
77.200,37.700,0.0,5.21,-2.12,-4.76
77.500,37.700,0.0,4.33,-1.02,-4.21
77.800,37.700,0.0,5.17,-1.74,-4.87
78.100,37.700,0.0,4.77,-0.74,-4.71
78.400,37.700,0.0,3.26,-0.22,-3.25
78.700,37.700,0.0,3.00,0.15,-2.99
79.000,37.700,0.0,2.86,-0.98,-2.68
79.300,37.700,0.0,2.52,-0.19,-2.52
79.600,37.700,0.0,3.01,-0.66,-2.94
79.900,37.700,0.0,2.63,-1.31,-2.29
80.200,37.700,0.0,2.71,1.29,-2.38
80.500,37.700,0.0,3.31,-1.34,-3.02
80.800,37.700,0.0,2.77,0.45,-2.73
81.100,37.700,0.0,3.27,1.13,-3.07
81.400,37.700,0.0,3.25,-0.65,-3.19
81.700,37.700,0.0,3.35,-0.83,-3.25
82.000,37.700,0.0,3.07,-1.05,-2.89
82.300,37.700,0.0,3.39,-0.44,-3.36
82.600,37.700,0.0,2.74,-1.32,-2.41
82.900,37.700,0.0,3.05,-0.26,-3.04
83.200,37.700,0.0,3.12,0.81,-3.01
83.500,37.700,0.0,3.03,-0.71,-2.95
83.800,37.700,0.0,2.58,-0.01,-2.58
84.100,37.700,0.0,2.54,0.57,-2.48
84.400,37.700,0.0,3.49,-0.07,-3.49
84.700,37.700,0.0,2.56,-0.17,-2.55
85.000,37.700,0.0,3.24,-1.39,-2.93
85.300,37.700,0.0,3.17,-1.24,-2.91
85.600,37.700,0.0,2.85,0.60,-2.79
85.900,37.700,0.0,3.13,0.58,-3.08
86.200,37.700,0.0,2.81,0.87,-2.67
86.500,37.700,0.0,2.88,-0.30,-2.86
86.800,37.700,0.0,2.52,-0.51,-2.47
87.100,37.700,0.0,3.47,1.42,-3.17
87.400,37.700,0.0,2.75,1.18,-2.49
87.700,37.700,0.0,3.29,-1.61,-2.87
88.000,37.700,0.0,2.66,0.58,-2.59
88.300,37.700,0.0,2.96,1.44,-2.58
88.600,37.700,0.0,2.93,1.46,-2.54
88.900,37.700,0.0,2.58,-1.09,-2.34
89.200,37.700,0.0,3.04,-0.04,-3.04
89.500,37.700,0.0,2.52,0.49,-2.47
89.800,37.700,0.0,2.69,0.95,-2.52
90.100,37.700,0.0,4.42,-1.19,-4.26
90.400,37.700,0.0,5.17,1.24,-5.02
90.700,37.700,0.0,5.20,1.24,-5.05
91.000,37.700,0.0,4.23,-0.48,-4.20
91.300,37.700,0.0,5.60,-1.06,-5.50
91.600,37.700,0.0,4.30,1.05,-4.17
91.900,37.700,0.0,5.89,-2.86,-5.15
92.200,37.700,0.0,4.63,-1.10,-4.50
92.500,37.700,0.0,5.65,0.84,-5.59
92.800,37.700,0.0,5.67,1.00,-5.58
93.100,37.700,0.0,4.46,-1.10,-4.33
93.400,37.700,0.0,4.73,-0.20,-4.73
93.700,37.700,0.0,4.26,-1.87,-3.82
94.000,37.700,0.0,5.21,-1.52,-4.99
94.300,37.700,0.0,4.91,1.24,-4.76
94.600,37.700,0.0,5.46,2.59,-4.80
94.900,37.700,0.0,5.02,2.42,-4.39
95.200,37.700,0.0,4.04,-1.35,-3.81
95.500,37.700,0.0,4.11,0.51,-4.08
95.800,37.700,0.0,5.01,0.27,-5.01
96.100,37.700,0.0,5.67,0.16,-5.66
96.400,37.700,0.0,5.02,2.19,-4.52
96.700,37.700,0.0,4.68,-1.27,-4.50
73.000,38.000,0.0,4.62,-1.33,-4.43
73.300,38.000,0.0,4.87,2.37,-4.25
73.600,38.000,0.0,4.29,-0.80,-4.22
73.900,38.000,0.0,3.97,-0.84,-3.88
74.200,38.000,0.0,5.53,-1.65,-5.28
74.500,38.000,0.0,4.28,-1.05,-4.15
74.800,38.000,0.0,5.52,1.97,-5.15
75.100,38.000,0.0,5.11,-2.21,-4.61
75.400,38.000,0.0,4.71,0.54,-4.68
75.700,38.000,0.0,5.39,-1.87,-5.05
76.000,38.000,0.0,5.11,0.35,-5.10
76.300,38.000,0.0,4.95,-1.84,-4.60
76.600,38.000,0.0,5.24,-2.13,-4.79
76.900,38.000,0.0,6.03,2.58,-5.45
77.200,38.000,0.0,4.76,0.30,-4.75
77.500,38.000,0.0,6.02,-0.34,-6.01
77.800,38.000,0.0,4.30,1.39,-4.07
78.100,38.000,0.0,2.95,0.88,-2.81
78.400,38.000,0.0,3.14,1.36,-2.84
78.700,38.000,0.0,3.36,-0.81,-3.26
79.000,38.000,0.0,3.40,1.61,-3.00
79.300,38.000,0.0,2.56,-1.09,-2.31
79.600,38.000,0.0,2.90,0.87,-2.76
79.900,38.000,0.0,2.57,0.60,-2.49
80.200,38.000,0.0,3.44,1.70,-2.99
80.500,38.000,0.0,3.09,-1.02,-2.91
80.800,38.000,0.0,3.29,1.34,-3.01
81.100,38.000,0.0,3.15,-0.61,-3.09
81.400,38.000,0.0,3.23,-0.35,-3.21
81.700,38.000,0.0,3.38,-0.48,-3.35
82.000,38.000,0.0,2.83,0.50,-2.78
82.300,38.000,0.0,3.46,-1.06,-3.29
82.600,38.000,0.0,3.08,-0.38,-3.06
82.900,38.000,0.0,2.83,0.94,-2.67
83.200,38.000,0.0,3.41,-0.87,-3.30
83.500,38.000,0.0,2.94,0.12,-2.94
83.800,38.000,0.0,2.63,0.43,-2.60
84.100,38.000,0.0,3.14,1.06,-2.95
84.400,38.000,0.0,2.55,0.64,-2.47
84.700,38.000,0.0,2.84,-0.17,-2.84
85.000,38.000,0.0,2.86,-1.41,-2.49
85.300,38.000,0.0,2.84,-0.46,-2.80
85.600,38.000,0.0,3.31,-1.26,-3.06
85.900,38.000,0.0,3.49,1.46,-3.17
86.200,38.000,0.0,2.95,1.29,-2.65
86.500,38.000,0.0,3.27,0.76,-3.18
86.800,38.000,0.0,3.45,0.34,-3.43
87.100,38.000,0.0,2.52,0.32,-2.50
87.400,38.000,0.0,3.31,-0.66,-3.24
87.700,38.000,0.0,2.65,-1.05,-2.43
88.000,38.000,0.0,2.76,-1.21,-2.48
88.300,38.000,0.0,2.68,1.11,-2.44
88.600,38.000,0.0,2.71,-0.76,-2.60
88.900,38.000,0.0,3.06,1.06,-2.87
89.200,38.000,0.0,2.61,0.88,-2.45
89.500,38.000,0.0,3.35,-0.48,-3.31
89.800,38.000,0.0,3.16,-1.08,-2.98
90.100,38.000,0.0,5.77,-0.87,-5.70
90.400,38.000,0.0,5.74,0.76,-5.69
90.700,38.000,0.0,5.22,-2.01,-4.82
91.000,38.000,0.0,4.28,-0.71,-4.22
91.300,38.000,0.0,4.32,1.87,-3.90
91.600,38.000,0.0,5.04,0.74,-4.99
91.900,38.000,0.0,4.75,-0.37,-4.73
92.200,38.000,0.0,5.95,-0.95,-5.87
92.500,38.000,0.0,4.24,0.84,-4.16
92.800,38.000,0.0,4.20,-1.26,-4.01
93.100,38.000,0.0,4.45,-0.34,-4.44
93.400,38.000,0.0,4.76,-2.20,-4.22
93.700,38.000,0.0,5.71,-2.64,-5.07
94.000,38.000,0.0,5.74,-2.52,-5.16
94.300,38.000,0.0,5.24,-0.02,-5.24
94.600,38.000,0.0,4.39,-2.18,-3.82
94.900,38.000,0.0,3.99,0.90,-3.89
95.200,38.000,0.0,4.40,-0.91,-4.31
95.500,38.000,0.0,4.72,1.65,-4.43
95.800,38.000,0.0,4.44,0.65,-4.40
96.100,38.000,0.0,4.77,0.46,-4.75
96.400,38.000,0.0,4.53,1.56,-4.25
96.700,38.000,0.0,5.66,-2.60,-5.03
73.000,38.300,0.0,3.84,1.53,-3.52
73.300,38.300,0.0,4.99,-1.63,-4.72
73.600,38.300,0.0,4.06,-1.72,-3.68
73.900,38.300,0.0,4.32,-0.16,-4.32
74.200,38.300,0.0,4.88,-0.05,-4.88
74.500,38.300,0.0,4.47,1.63,-4.16
74.800,38.300,0.0,4.92,-0.55,-4.89
75.100,38.300,0.0,4.04,1.07,-3.90
75.400,38.300,0.0,5.76,-0.70,-5.72
75.700,38.300,0.0,5.19,-1.74,-4.89
76.000,38.300,0.0,4.35,-0.86,-4.26
76.300,38.300,0.0,4.39,-1.50,-4.12
76.600,38.300,0.0,4.35,1.62,-4.03
76.900,38.300,0.0,5.47,-0.25,-5.46
77.200,38.300,0.0,5.84,2.34,-5.35
77.500,38.300,0.0,5.68,-1.09,-5.57
77.800,38.300,0.0,5.04,1.04,-4.93
78.100,38.300,0.0,2.72,-1.22,-2.44
78.400,38.300,0.0,3.10,1.52,-2.70
78.700,38.300,0.0,2.81,0.15,-2.80
79.000,38.300,0.0,2.67,-1.14,-2.41
79.300,38.300,0.0,3.33,-1.46,-3.00
79.600,38.300,0.0,2.72,-1.15,-2.47
79.900,38.300,0.0,2.76,0.62,-2.69
80.200,38.300,0.0,2.89,0.95,-2.73
80.500,38.300,0.0,3.40,-1.59,-3.01
80.800,38.300,0.0,2.91,0.22,-2.90
81.100,38.300,0.0,3.11,-1.17,-2.89
81.400,38.300,0.0,2.70,0.10,-2.70
81.700,38.300,0.0,2.83,0.48,-2.79
82.000,38.300,0.0,2.99,-1.02,-2.81
82.300,38.300,0.0,2.60,-0.54,-2.54
82.600,38.300,0.0,2.92,-0.57,-2.87
82.900,38.300,0.0,2.68,0.61,-2.60
83.200,38.300,0.0,3.42,-0.40,-3.39
83.500,38.300,0.0,3.41,-1.23,-3.18
83.800,38.300,0.0,2.75,0.12,-2.74
84.100,38.300,0.0,2.72,-0.42,-2.69
84.400,38.300,0.0,2.67,-1.23,-2.37
84.700,38.300,0.0,3.12,-1.28,-2.85
85.000,38.300,0.0,2.81,0.81,-2.70
85.300,38.300,0.0,3.21,1.07,-3.02
85.600,38.300,0.0,2.69,0.53,-2.64
85.900,38.300,0.0,2.80,-0.61,-2.73
86.200,38.300,0.0,2.81,0.89,-2.66
86.500,38.300,0.0,3.24,-1.35,-2.95
86.800,38.300,0.0,2.74,-0.18,-2.73
87.100,38.300,0.0,2.78,0.61,-2.71
87.400,38.300,0.0,2.77,0.82,-2.65
87.700,38.300,0.0,3.23,0.22,-3.23
88.000,38.300,0.0,2.58,0.68,-2.48
88.300,38.300,0.0,2.70,-0.80,-2.58
88.600,38.300,0.0,2.52,0.55,-2.46
88.900,38.300,0.0,3.33,1.06,-3.16
89.200,38.300,0.0,3.24,0.61,-3.18
89.500,38.300,0.0,2.53,-0.22,-2.52
89.800,38.300,0.0,3.18,-1.03,-3.01
90.100,38.300,0.0,5.50,-0.23,-5.49
90.400,38.300,0.0,6.28,-0.06,-6.28
90.700,38.300,0.0,5.00,1.94,-4.61
91.000,38.300,0.0,4.92,-1.32,-4.75
91.300,38.300,0.0,5.91,-1.05,-5.82
91.600,38.300,0.0,4.20,-1.18,-4.03
91.900,38.300,0.0,5.01,-1.30,-4.84
92.200,38.300,0.0,4.21,-1.71,-3.85
92.500,38.300,0.0,4.15,0.27,-4.14
92.800,38.300,0.0,4.34,-1.96,-3.87
93.100,38.300,0.0,5.68,1.51,-5.47
93.400,38.300,0.0,5.65,0.74,-5.60
93.700,38.300,0.0,4.79,-2.38,-4.16
94.000,38.300,0.0,4.79,-1.00,-4.68
94.300,38.300,0.0,4.35,-0.78,-4.28
94.600,38.300,0.0,5.72,-0.74,-5.68
94.900,38.300,0.0,5.88,-1.67,-5.64
95.200,38.300,0.0,5.86,-1.06,-5.76
95.500,38.300,0.0,4.63,-1.12,-4.49
95.800,38.300,0.0,4.84,-2.25,-4.29
96.100,38.300,0.0,5.28,-0.39,-5.27
96.400,38.300,0.0,5.33,-2.33,-4.80
96.700,38.300,0.0,4.09,-0.44,-4.07
73.000,38.600,0.0,5.47,0.10,-5.47
73.300,38.600,0.0,3.86,-1.62,-3.50
73.600,38.600,0.0,4.68,-1.52,-4.42
73.900,38.600,0.0,5.33,1.26,-5.18
74.200,38.600,0.0,4.84,-1.92,-4.45
74.500,38.600,0.0,4.89,1.56,-4.63
74.800,38.600,0.0,4.24,-0.58,-4.20
75.100,38.600,0.0,5.46,-0.07,-5.45
75.400,38.600,0.0,5.23,1.13,-5.11
75.700,38.600,0.0,4.38,-1.37,-4.16
76.000,38.600,0.0,4.49,-1.62,-4.19
76.300,38.600,0.0,5.85,-2.77,-5.15
76.600,38.600,0.0,5.44,-2.08,-5.03
76.900,38.600,0.0,5.08,-0.84,-5.01
77.200,38.600,0.0,5.07,1.67,-4.79
77.500,38.600,0.0,5.77,-0.39,-5.76
77.800,38.600,0.0,5.81,0.30,-5.80
78.100,38.600,0.0,2.61,1.28,-2.28
78.400,38.600,0.0,3.47,1.47,-3.14
78.700,38.600,0.0,3.19,1.53,-2.80
79.000,38.600,0.0,2.53,0.73,-2.42
79.300,38.600,0.0,2.83,-1.17,-2.57
79.600,38.600,0.0,2.82,0.31,-2.81
79.900,38.600,0.0,3.17,0.31,-3.16
80.200,38.600,0.0,3.23,-1.02,-3.06
80.500,38.600,0.0,2.50,1.09,-2.25
80.800,38.600,0.0,3.19,0.07,-3.18
81.100,38.600,0.0,3.37,-1.55,-2.99
81.400,38.600,0.0,3.44,0.46,-3.41
81.700,38.600,0.0,3.12,-0.80,-3.02
82.000,38.600,0.0,3.41,-1.27,-3.17
82.300,38.600,0.0,3.35,0.81,-3.25
82.600,38.600,0.0,3.27,-1.10,-3.08
82.900,38.600,0.0,3.11,0.47,-3.08
83.200,38.600,0.0,2.66,-0.42,-2.62
83.500,38.600,0.0,2.65,0.67,-2.56
83.800,38.600,0.0,3.46,-0.71,-3.39
84.100,38.600,0.0,3.22,0.83,-3.11
84.400,38.600,0.0,3.02,-0.89,-2.88
84.700,38.600,0.0,3.22,0.47,-3.19
85.000,38.600,0.0,2.75,0.76,-2.64
85.300,38.600,0.0,3.20,0.80,-3.10
85.600,38.600,0.0,3.50,-0.03,-3.50
85.900,38.600,0.0,3.17,1.07,-2.98
86.200,38.600,0.0,3.06,-1.42,-2.70
86.500,38.600,0.0,3.00,1.36,-2.67
86.800,38.600,0.0,3.31,0.07,-3.31
87.100,38.600,0.0,3.39,-0.18,-3.38
87.400,38.600,0.0,3.44,-0.83,-3.34
87.700,38.600,0.0,3.11,-0.26,-3.10
88.000,38.600,0.0,3.46,-1.22,-3.24
88.300,38.600,0.0,2.58,0.04,-2.58
88.600,38.600,0.0,2.93,0.62,-2.86
88.900,38.600,0.0,3.48,1.30,-3.22
89.200,38.600,0.0,3.24,-0.38,-3.22
89.500,38.600,0.0,2.96,0.86,-2.84
89.800,38.600,0.0,3.14,0.96,-3.00
90.100,38.600,0.0,4.99,-0.41,-4.97
90.400,38.600,0.0,5.51,-2.03,-5.12
90.700,38.600,0.0,5.39,-0.54,-5.36
91.000,38.600,0.0,6.01,-1.90,-5.71
91.300,38.600,0.0,4.99,-1.93,-4.60
91.600,38.600,0.0,5.74,-2.79,-5.02
91.900,38.600,0.0,5.21,-1.11,-5.09
92.200,38.600,0.0,4.79,-1.71,-4.48
92.500,38.600,0.0,5.49,0.75,-5.44
92.800,38.600,0.0,4.93,-1.97,-4.52
93.100,38.600,0.0,5.15,-1.47,-4.93
93.400,38.600,0.0,4.20,1.10,-4.06
93.700,38.600,0.0,4.79,-1.12,-4.66
94.000,38.600,0.0,4.82,0.50,-4.79
94.300,38.600,0.0,5.87,1.01,-5.78
94.600,38.600,0.0,4.69,-0.98,-4.59
94.900,38.600,0.0,3.94,1.74,-3.53
95.200,38.600,0.0,5.31,-2.17,-4.84
95.500,38.600,0.0,5.63,-2.76,-4.91
95.800,38.600,0.0,4.35,-0.73,-4.29
96.100,38.600,0.0,4.76,-2.36,-4.13
96.400,38.600,0.0,4.36,-0.94,-4.26
96.700,38.600,0.0,3.95,-1.60,-3.61
73.000,38.900,0.0,4.16,1.10,-4.01
73.300,38.900,0.0,5.65,-0.54,-5.62
73.600,38.900,0.0,4.05,0.37,-4.03
73.900,38.900,0.0,4.48,0.23,-4.48
74.200,38.900,0.0,4.70,2.33,-4.08
74.500,38.900,0.0,4.09,-0.47,-4.06
74.800,38.900,0.0,5.40,1.34,-5.24
75.100,38.900,0.0,4.48,1.49,-4.23
75.400,38.900,0.0,5.76,2.54,-5.17
75.700,38.900,0.0,4.50,-0.09,-4.49
76.000,38.900,0.0,4.78,1.40,-4.57
76.300,38.900,0.0,4.73,2.07,-4.25
76.600,38.900,0.0,4.51,-1.18,-4.35
76.900,38.900,0.0,4.98,-2.43,-4.35
77.200,38.900,0.0,5.92,-1.53,-5.72
77.500,38.900,0.0,5.03,0.99,-4.93
77.800,38.900,0.0,5.77,0.76,-5.72
78.100,38.900,0.0,3.35,-1.40,-3.04
78.400,38.900,0.0,3.16,0.86,-3.04
78.700,38.900,0.0,3.43,-0.74,-3.35
79.000,38.900,0.0,3.32,0.02,-3.32
79.300,38.900,0.0,2.57,0.90,-2.41
79.600,38.900,0.0,2.74,-0.20,-2.73
79.900,38.900,0.0,2.58,-0.54,-2.52
80.200,38.900,0.0,3.49,-0.07,-3.49
80.500,38.900,0.0,2.72,-0.60,-2.65
80.800,38.900,0.0,2.74,-0.27,-2.72
81.100,38.900,0.0,3.20,0.08,-3.20
81.400,38.900,0.0,2.67,1.20,-2.39
81.700,38.900,0.0,2.90,1.13,-2.67
82.000,38.900,0.0,3.14,0.34,-3.12
82.300,38.900,0.0,2.94,1.30,-2.64
82.600,38.900,0.0,3.48,-0.07,-3.48
82.900,38.900,0.0,2.94,-0.64,-2.87
83.200,38.900,0.0,3.22,1.28,-2.95
83.500,38.900,0.0,2.90,-0.32,-2.88
83.800,38.900,0.0,2.92,-1.32,-2.60
84.100,38.900,0.0,2.51,1.08,-2.27
84.400,38.900,0.0,2.67,-0.27,-2.65
84.700,38.900,0.0,3.36,-1.21,-3.14
85.000,38.900,0.0,2.65,0.89,-2.50
85.300,38.900,0.0,3.11,-1.52,-2.71
85.600,38.900,0.0,3.23,0.80,-3.13
85.900,38.900,0.0,2.89,-0.40,-2.86
86.200,38.900,0.0,2.83,1.17,-2.58
86.500,38.900,0.0,3.27,-0.23,-3.27
86.800,38.900,0.0,3.43,-1.25,-3.20
87.100,38.900,0.0,2.72,0.15,-2.72
87.400,38.900,0.0,3.07,-0.19,-3.07
87.700,38.900,0.0,2.86,0.62,-2.79
88.000,38.900,0.0,2.76,0.10,-2.76
88.300,38.900,0.0,3.31,-1.38,-3.01
88.600,38.900,0.0,3.03,0.01,-3.03
